inner_id;topic;topic_idx;data.text;data.name;file_upload;id;data.url;data.username;data.date
15;"[""vie politique""]";[15];"Félicitations cher Stéphane Séjourné !

Avec ta confirmation au poste de Vice-président exécutif de la Commission chargé de l'industrie et la prospérité, notre groupe @reneweurope.bsky.social sera au coeur de la construction d'une #Europe souveraine et stratégique 🇪🇺

t.co/TwENxXQ5Hl";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;15;https://bsky.app/profile/fabiennekeller.bsky.social/post/3lbhao3zlo22b;ensembleue.bsky.social;2024-11-21 11:30:12.890000
16;"[""international""]";[8];"@borderlex.bsky.social merci pour l’invitation à échanger sur le chemin parcouru & surtout celui qu’il reste à dessiner pour renforcer l’unité🇪🇺dans un monde où #Trump ou tant d’autres ne nous feront aucun cadeau 

Ready for the worst ? Not yet, so two words for our mindset : stronger & faster";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;16;https://bsky.app/profile/mariepierrev.bsky.social/post/3lbg25eobt22l;ensembleue.bsky.social;2024-11-21 10:17:21.083000
17;"[""vie politique""]";[15];"Félicitations Stéphane Séjourné 👏👏👏 pour ta confirmation en tant que vice-président exécutif de la Commission 🇪🇺 !

Nous nous battrons à tes côtés pour une Europe prospère, à l’industrie verte, créatrice d’emplois, de secteurs d’avenir et capable d’offrir aux Européens des opportunités au quotidien !";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;17;https://bsky.app/profile/ensembleue.bsky.social/post/3lbfthqxhcs2f;ensembleue.bsky.social;2024-11-20 20:54:34.654000
18;"[""international""]";[8];1000 jours d’agression brutale de la Russie contre un pays, l’Ukraine, qui ne l’a ni menacé, ni provoqué. 1000 jours que l’armée et le peuple ukrainiens résistent contre le rouleau compresseur russe. 1000 jours que nous les aidons. Il faut poursuivre notre soutien, autant que nécessaire.;L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;18;https://bsky.app/profile/nathalieloiseau.bsky.social/post/3lbbz2kkbzk2l;ensembleue.bsky.social;2024-11-20 10:25:57.185000
19;"[""international""]";[8];"1 000 jours d’invasion russe, 1 000 jours de #résistance héroïque pour la #démocratie européenne 🇺🇦🇪🇺
Aujourd’hui, #Zelenskyy s’exprimera en plénière pour rappeler notre devoir : soutenir #Kyiv, coûte que coûte, #1000jours de plus s’il le faut.

🇺🇦 СИЛА УКРАЇНИ ! 🇪🇺";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;19;https://bsky.app/profile/sandrogozi.bsky.social/post/3lbc4o54ots2d;ensembleue.bsky.social;2024-11-20 10:25:52.676000
20;"[""international""]";[8];"1000 jours #StandwithUkraine 🇺🇦🇪🇺 Pour la paix, pour la liberté, pour le respect du droit international 

Saluer le courage des Ukrainiens en accueillant le Président @zelenskyy-ua.bsky.social au Parlement européen & rappeler notre soutien";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;20;https://bsky.app/profile/mariepierrev.bsky.social/post/3lbdaoyhhec2f;ensembleue.bsky.social;2024-11-20 08:48:02.189000
21;"[""international""]";[8];"Monsieur le Président Zelensky, vous pouvez compter sur notre soutien. Depuis mille jours et jusqu’à votre victoire.

Jusqu’à la paix juste, libre et durable.

🇺🇦🇪🇺

@reneweurope.bsky.social";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;21;https://bsky.app/profile/valeriehayer.bsky.social/post/3lbcodfq3bc2w;ensembleue.bsky.social;2024-11-19 15:12:03.419000
22;"[""international""]";[8];Combien de temps perdu, combien de vies perdues pour en arriver à cette décision utile mais si tardive ? Pourquoi ces retards ? DIRECT. Guerre en Ukraine : les Etats-Unis autorisent l'armée ukrainienne à utiliser des missiles à longue portée contre la Russie, annonce un responsable américain;L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;22;https://bsky.app/profile/nathalieloiseau.bsky.social/post/3lb6ahk27hk2q;ensembleue.bsky.social;2024-11-18 15:15:38.760000
23;"[""international"",""économie""]";[8,3];"🌎 Mercosur | « Nous ne sommes pas isolés. La France est la plus vocale dans l'expression d'attentes légitimes et extrêmement importantes, à la fois sur les questions agricoles et climatiques. Mais d'autres États membres ont exprimé ces mêmes inquiétudes » — 
@mariepierrev.bsky.social";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;23;https://bsky.app/profile/ensembleue.bsky.social/post/3laycjzaios2d;ensembleue.bsky.social;2024-11-15 11:47:00.235000
24;"[""autre""]";[0];Pas de tolérance pour l’intolérable.;L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;24;https://bsky.app/profile/ensembleue.bsky.social/post/3kdyi6ccpkc22;ensembleue.bsky.social;2023-11-12 12:17:12.220000
25;"[""international""]";[8];"Le 11 novembre 1918 mettait fin à la Première Guerre mondiale. Une guerre motivée par des nationalismes exacerbés à l’extrême. 

En ce jour d'armistice, rendons hommage à tous les soldats morts pour la 🇫🇷.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;25;https://bsky.app/profile/ensembleue.bsky.social/post/3kdvqbd7bt222;ensembleue.bsky.social;2023-11-11 10:04:04.446000
26;"[""international"",""environnement""]";[8,2];"La droite européenne et le RN ont tenté de torpiller cette loi, ils n’ont pas réussi : accord trouvé hier entre les institutions 🇪🇺 pour la restauration de la nature.

Prochaine étape ? Validation de cet accord historique le 29 novembre en commission environnement.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;26;https://bsky.app/profile/ensembleue.bsky.social/post/3kdts27k7tk2m;ensembleue.bsky.social;2023-11-10 15:30:33.837000
27;"[""international"",""social""]";[8,11];"Alors que le droit à l’IVG est menacé partout en 🇪🇺, Emmanuel Macron fait une annonce forte pour notre pays. 

Au niveau européen, nous souhaitons inscrire ce droit dans la charte des droits fondamentaux de l’UE.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;27;https://bsky.app/profile/ensembleue.bsky.social/post/3kcv6a3xq7s2o;ensembleue.bsky.social;2023-10-29 11:16:04.497000
28;"[""international""]";[8];"🇮🇱🇵🇸 Sommet européen. Les 27 :

👉 Condamnent unanimement l’attaque du Hamas et soutiennent Israël dans sa riposte, « conformément au droit international ».

👉 Appellent à des « couloirs et des trêves humanitaires » à Gaza.

👉 Soutiennent l'organisation d'une conférence de paix internationale.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;28;https://bsky.app/profile/ensembleue.bsky.social/post/3kcq5no4otc26;ensembleue.bsky.social;2023-10-27 11:22:27.152000
29;"[""international"",""culture et médias""]";[8,1];"Le #NoTwitterDay vient interpeller la plateforme X sur son absence de modération des contenus qui sortent du cadre légal de la liberté d’expression. 

Nous avons agi au niveau 🇪🇺 avec l’adoption du « DSA », une loi qui rend responsables les plateformes des contenus qu’elles hébergent.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;29;https://bsky.app/profile/ensembleue.bsky.social/post/3kcoj53qh722p;ensembleue.bsky.social;2023-10-26 19:42:36.558000
30;"[""international"",""économie"",""immigration""]";[8,3,7];"🇪🇺Les 27 chefs d’État et de gouvernement de l’UE se réunissent aujourd’hui et demain à Bruxelles. 

Parmi les sujets à l’ordre du jour : 

🇺🇦La situation en Ukraine 
🇮🇱🇵🇸La situation en Israël et Palestine
🇦🇲La crise entre l’Arménie et l’Azerbaïdjan 
🌍Les migrations
🏭La compétitivité de l’Europe";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;30;https://bsky.app/profile/ensembleue.bsky.social/post/3kcmzw47g4v23;ensembleue.bsky.social;2023-10-26 05:37:36.091000
31;"[""international"",""santé""]";[8,13];"💊La Commission a dévoilé un plan de bataille contre les pénuries de médicaments essentiels pour l’hiver.

L’🇪🇺 va :

🤝 Mettre en place un mécanisme de solidarité entre les États membres, opérationnel dès le début 2024.

📝 Élaborer une liste pour la sécurisation de médicaments critiques.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;31;https://bsky.app/profile/ensembleue.bsky.social/post/3kclvpca66o2o;ensembleue.bsky.social;2023-10-25 18:49:33.010000
32;"[""international"",""économie""]";[8,3];"L’🇪🇺 vient de trouver un nouvel accord sur les indications géographiques qui protègent nos vins, boissons spiritueuses et produits agricoles contre la copie et la fraude. 

Ces produits bien connus représentent notre patrimoine culturel, gastronomique et local et rayonnent dans le monde entier.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;32;https://bsky.app/profile/ensembleue.bsky.social/post/3kcjmla3kqg2a;ensembleue.bsky.social;2023-10-24 21:00:53.369000
33;"[""international"",""économie""]";[8,3];"C’était mardi au Parlement 🇪🇺 : un vote sur une aide pérenne de l’Union européenne de 50 milliards d’euros à l’Ukraine sur 4 ans. 

Une aide indispensable aux 🇺🇦 et pour protéger les Européens. 

🤮Le RN a encore choisi le camp de Poutine !";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;33;https://bsky.app/profile/ensembleue.bsky.social/post/3kc7acy744c2w;ensembleue.bsky.social;2023-10-20 17:54:54.368000
34;"[""international"",""santé""]";[8,13];🎀Une semaine où nous avons marqué notre soutien à #OctobreRose et défendu une approche européenne pour la prévention et le traitement des cancers.;L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;34;https://bsky.app/profile/ensembleue.bsky.social/post/3kc74qw2bax2r;ensembleue.bsky.social;2023-10-20 16:51:06.891000
35;"[""international""]";[8];"🇮🇱🇵🇸ISRAËL-GAZA : LE PARLEMENT EUROPÉEN DEMANDE UNE PAUSE HUMANITAIRE.

Le Parlement 🇪🇺 a adopté une résolution condamnant l’attaque du Hamas contre Israël, reconnaissant le droit à l’État hébreu de se défendre dans le respect du droit international et appelant à une pause humanitaire à Gaza.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;35;https://bsky.app/profile/ensembleue.bsky.social/post/3kc6fa74myz2x;ensembleue.bsky.social;2023-10-20 09:50:09.940000
36;"[""international"",""économie""]";[8,3];"💶UN BUDGET EUROPÉEN PLUS AMBITIEUX POUR FAIRE FACE AUX CRISES.

Pour renforcer notre autonomie stratégique, notre défense, mieux gérer les migrations ou encore soutenir l’Ukraine, le Parlement européen a adopté sa position pour un budget européen plus flexible et réactif pour 2024.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;36;https://bsky.app/profile/ensembleue.bsky.social/post/3kc6f6rvcoi2b;ensembleue.bsky.social;2023-10-20 09:49:22.512000
37;"[""international"",""environnement""]";[8,2];"🐟MIEUX ENCADRER NOS ACTIVITÉS DE PÊCHE.

Les activités de pêche des navires seront désormais soumises à de nouvelles règles européennes afin d’assurer une meilleure transparence aux consommateurs européens et mieux protéger la biodiversité.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;37;https://bsky.app/profile/ensembleue.bsky.social/post/3kc6f65eqvj2o;ensembleue.bsky.social;2023-10-20 09:49:01.005000
38;"[""international"",""économie""]";[8,3];"💻INVESTIR DANS NOS TECHNOLOGIES STRATÉGIQUES.

Le Parlement 🇪🇺 a validé la création d’une plateforme « STEP », dotée de 13 milliards d’euros. 

Cet instrument va permettre d’investir dans des secteurs clés comme l’intelligence artificielle, les énergies renouvelables ou les technologies médicales.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;38;https://bsky.app/profile/ensembleue.bsky.social/post/3kc6f5gtluh2c;ensembleue.bsky.social;2023-10-20 09:48:37.371000
39;"[""international"",""économie""]";[8,3];"🇺🇦50 MILLIARDS D’AIDE POUR L’UKRAINE. 

Le Parlement a validé une aide pérenne sur 4 années. C’est un soutien précieux pour les Ukrainiens en première ligne pour défendre nos valeurs et assurer notre sécurité. 

Le RN s’est abstenu, confirmant son soutien à Poutine.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;39;https://bsky.app/profile/ensembleue.bsky.social/post/3kc6eytradv2c;ensembleue.bsky.social;2023-10-20 09:46:03.222000
40;"[""vie politique""]";[15];"🧵Nous avons terminé hier une nouvelle session plénière marquée par plusieurs victoires pour notre délégation. 

On les récapitule ci-dessous 👇";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;40;https://bsky.app/profile/ensembleue.bsky.social/post/3kc6euorxf423;ensembleue.bsky.social;2023-10-20 09:43:43.775000
41;"[""international"",""social""]";[8,11];"🇮🇷Le Prix Sakharov du Parlement 🇪🇺 a été remis à Mahsa Amini et au mouvement « Femme, Vie, Liberté ».

Un signal très fort contre la répression insupportable menée en Iran contre tous ces combattants de la liberté.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;41;https://bsky.app/profile/ensembleue.bsky.social/post/3kc4cvga55t27;ensembleue.bsky.social;2023-10-19 14:03:01.325000
42;"[""autre""]";[0];Hommage à Dominique Bernard dont le courage a permis de sauver de nombreuses vies.;L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;42;https://bsky.app/profile/ensembleue.bsky.social/post/3kc3v7onxm62u;ensembleue.bsky.social;2023-10-19 09:58:13.342000
43;"[""autre""]";[0];"La majorité présidentielle @ensembleue.bsky.social au Parlement 🇪🇺 est sur Bluesky !

Aux côtés de ma complice coprésidente @mariepierrev.bsky.social ✨

Mais aussi :
@fabiennekeller.bsky.social 
@salimayenbou.bsky.social 
@jdecerle.bsky.social 
@nathalieloiseau.bsky.social 
@itolleret.bsky.social";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;43;https://bsky.app/profile/valeriehayer.bsky.social/post/3kbxhqebbuv26;ensembleue.bsky.social;2023-10-17 16:05:49.147000
44;"[""international""]";[8];"Vibrant plaidoyer pour la paix et la démocratie ce midi du Premier ministre arménien Nikol Pashinyan. 

Le Parlement 🇪🇺 est aux côtés de l’🇦🇲 !";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;44;https://bsky.app/profile/ensembleue.bsky.social/post/3kbxhdx4t3x2g;ensembleue.bsky.social;2023-10-17 15:39:25.140000
45;"[""international"",""économie""]";[8,3];"🔴Le Parlement 🇪🇺 vient de valider la plateforme « STEP » pour renforcer notre souveraineté sur les technologies stratégiques. 

Concrètement, il s’agit de faciliter et d’orienter les investissements vers, par exemple, les batteries électriques ou la production pharmaceutique.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;45;https://bsky.app/profile/ensembleue.bsky.social/post/3kbxfrquyz626;ensembleue.bsky.social;2023-10-17 15:11:20.865000
46;"[""international"",""économie""]";[8,3];"Le Parlement 🇪🇺 a voté ce midi une aide de 50 milliards pour l’Ukraine sur 4 ans. 

Des milliards pour les 🇺🇦 bien sûr, mais aussi pour protéger l’Europe et les Européens. 

🤮Les eurodéputés RN se sont honteusement abstenus. Encore aujourd’hui, ils restent pro-Poutine.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;46;https://bsky.app/profile/ensembleue.bsky.social/post/3kbxfqbjugc2t;ensembleue.bsky.social;2023-10-17 15:10:31.208000
47;"[""international"",""institutions""]";[8,6];"👏👏👏Les résultats officiels ont confirmé les sondages sortis des urnes : la Pologne met fin à 8 ans de pouvoir du sinistre PiS.

Le pays va retrouver le chemin de l’état de droit et de l’🇪🇺.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;47;https://bsky.app/profile/ensembleue.bsky.social/post/3kbwlh4jhbk2m;ensembleue.bsky.social;2023-10-17 07:20:06.692000
48;"[""international"",""sécurité / justice""]";[8,14];"De tout cœur avec nos amis belges et suédois touchés ce soir par ce qui semble être un attentat islamiste. 

Après Arras, c’est une nouvelle fois l’🇪🇺 qu’on frappe au cœur. Nous ne céderons rien de nos valeurs de tolérance et de respect.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;48;https://bsky.app/profile/ensembleue.bsky.social/post/3kbvey6fghr2k;ensembleue.bsky.social;2023-10-16 19:51:43.091000
50;"[""sécurité / justice""]";[14];"😢Il y a 3 ans jour pour jour, Samuel Paty était assassiné par un fanatique islamiste. Vendredi, Dominique Bernard était, lui aussi tué.

Ciblés parce que professeurs. Exécutés parce qu’ils étaient les symboles de notre République. 

Aujourd’hui, nous pensons fort à eux et à tous nos professeurs.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;50;https://bsky.app/profile/ensembleue.bsky.social/post/3kbtwr6oc5x2w;ensembleue.bsky.social;2023-10-16 06:04:36.356000
51;"[""international"",""institutions""]";[8,6];"🇪🇺L’élection de ce dimanche 15 octobre en Pologne est la plus importante de l’année. Les sondages mettent au coude à coude le parti d’extrême droite du PiS et la coalition dont font partie nos alliés de Polska 2050. 

Demain, l’alternance en Pologne peut devenir une réalité !";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;51;https://bsky.app/profile/ensembleue.bsky.social/post/3kbpcsorcwn2m;ensembleue.bsky.social;2023-10-14 09:56:53.063000
52;"[""sécurité / justice""]";[14];Il s’appelait Dominique Bernard. Professeur de français, il a été lâchement assassiné ce matin à Arras, victime de la barbarie du terrorisme islamiste. Hommage.;L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;52;https://bsky.app/profile/ensembleue.bsky.social/post/3kbnoecjggl2u;ensembleue.bsky.social;2023-10-13 18:18:15.889000
54;"[""sécurité / justice""]";[14];"#Arras | Aux côtés du président de la République, nous dénonçons la barbarie du terrorisme islamiste. 

Nos écoles doivent rester des sanctuaires, notre communauté pédagogique doit être protégée.  

Notre détermination à combattre le terrorisme est totale.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;54;https://bsky.app/profile/ensembleue.bsky.social/post/3kbndhpnpwb2k;ensembleue.bsky.social;2023-10-13 15:03:19.141000
55;"[""sécurité / justice""]";[14];Arras : nos pensées vont aux victimes de cette lâche attaque et à leurs proches. Soutien au corps enseignant.;L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;55;https://bsky.app/profile/ensembleue.bsky.social/post/3kbmtcvvfno2k;ensembleue.bsky.social;2023-10-13 10:14:18.056000
57;"[""international""]";[8];« Je parle en notre nom à tous quand je dis que nous partageons le chagrin d’Israël. »;L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;57;https://bsky.app/profile/ensembleue.bsky.social/post/3kbmewhsy742c;ensembleue.bsky.social;2023-10-13 05:56:47.985000
58;"[""international"",""culture et médias""]";[8,1];"En exigeant des plateformes numériques qu’elles respectent la loi pour contrôler le contenu qu’elles hébergent, @thierrybreton.bsky.social vient rappeler que l’🇪🇺 a fixé des règles uniques au monde avec son DSA. 

Nous voulons mettre fin au far west numérique.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;58;https://bsky.app/profile/ensembleue.bsky.social/post/3kbl5txl7jo2q;ensembleue.bsky.social;2023-10-12 18:17:28.175000
59;"[""autre""]";[0];C’est l’idée. On attend la possibilité de poster des vidéos avec impatience par contre.;L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;59;https://bsky.app/profile/ensembleue.bsky.social/post/3kbkjabdxga2q;ensembleue.bsky.social;2023-10-12 12:08:32.534000
60;"[""international"",""culture et médias""]";[8,1];"La haine antisémite qui se déchaîne sur internet est ignoble. 

Les plateformes et réseaux sociaux n'en font pas assez pour protéger les utilisateurs et se conformer aux nouvelles règles 🇪🇺

Rappel indispensable du Commissaire @thierrybreton.bsky.social à Meta 👇🏻";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;60;https://bsky.app/profile/fabiennekeller.bsky.social/post/3kbjwbveght2k;ensembleue.bsky.social;2023-10-12 06:34:32.407000
62;"[""international""]";[8];"🇮🇱🇮🇷 Retrouvez la tribune complète de @nathalieloiseau.bsky.social et Ilana Cicurel parue dans Le Point  :  

 « L’Europe doit reconnaître les gardiens de la Révolution iraniens comme organisation terroriste » 

👉 www.lepoint.fr/monde/l-euro...";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;62;https://bsky.app/profile/ensembleue.bsky.social/post/3kbisojh3u22o;ensembleue.bsky.social;2023-10-11 19:52:14.889000
63;"[""international""]";[8];"La solidarité de l’🇪🇺 envers le peuple israélien est totale. 

🔴Nous demandons la libération immédiate des otages du Hamas.";L’Europe Ensemble;1de050d6-bluesky-comptes-politiques-2_.csv;63;https://bsky.app/profile/ensembleue.bsky.social/post/3kbict2hx3s2z;ensembleue.bsky.social;2023-10-11 15:08:27.193000
64;"[""vie politique""]";[15];"🗣️ Je suis engagé pour l’avenir de mon pays, depuis des années et jusqu’au bout. Un citoyen, c’est quelqu’un qui ne dépose jamais les armes, qui ne laisse pas tomber ses espoirs, ses idéaux et ses indignations.
#BFMTV";Mouvement Démocrate;1de050d6-bluesky-comptes-politiques-2_.csv;64;https://bsky.app/profile/bayrou.bsky.social/post/3lbr3dkwcqc2k;mouvementdemocrate.bsky.social;2024-11-26 08:59:51.052000
65;"[""autre""]";[0];🗣️ Nous vivons dans un pays envahi de désespérance, de fatalisme. Le devoir d’un responsable public est de porter l'espérance, la vitalité. La France a traversé des périodes plus sombres, on s’en est sortis. Je serai constamment du côté de ceux qui pensent qu’on peut s’en sortir. #BFMTV;Mouvement Démocrate;1de050d6-bluesky-comptes-politiques-2_.csv;65;https://bsky.app/profile/bayrou.bsky.social/post/3lbr3c2ia722k;mouvementdemocrate.bsky.social;2024-11-26 08:59:47.353000
